Url,Name,Price,Short description,Code,Category,Description,Additional Information ,Size,Technical specification,USP,Power,Image links
https://www.kutchina.com/product/stanza-dlx/,Stanza DLX Kitchen Chimney,,"Upgrade the standards of your modular kitchen with Stanza DLX flat kitchen chimney by Kutchina. With 76 cm body size illuminated with incandescent lamp, this 3rd generation dry chimney powered by auto clean technology operates in three speeds. The push buttons for switch controls make Stanza DLX suitable for use by all generations. The chimney comes with two motors operating under 70 W each with maximum noise level of 56 dB. The elegant body weighing 16 kg adds aesthetic value to every kitchen.",,"3rd Gen Kitchen Chimney, AUTOCLEAN KITCHEN CHIMNEY, FLAT KITCHEN CHIMNEY, Kitchen Chimney, Push Button","['CATAGORY :  RETAIL', 'LAYOUT :  FLAT', 'BODY :  MS', 'SIZE :  76 Cm', 'Voltage (V) :  AC220-240V', 'Frequency (Hz) :  50Hz', 'Rated Motor Power (W) :  2 X 70W', 'Illumination type :  Incandescent Lamp', 'Illumination Power :  2 X max 20W', 'Auto Clean type :  DRY, 3rd Generation', 'Autoclean Power(W) :  160 W', 'Total Power ( W ) :  340 W', 'SUCTION ( m3/h ) :  1200±50m³/Hr', 'Noise Level ( dBA) :  56 dB', 'Speeds :  3', 'Switch Control :  Push Button', 'Recycling :  NO', 'Outlet Diameter (mm) :  150 mm', 'Unit Dimension(mm) :  L760 X W530 X H145mm', 'N.W. :  13.5 Kg', 'G.W. :  16 Kg']","['Suction Capacity : 1200', 'Size : 76 cm']",[],[],[],[],['https://www.kutchina.com/wp-content/uploads/2015/10/STANZA-DLX.jpg']
https://www.kutchina.com/product/vetra-premium-2/,VETRA PREMIUM KITCHEN CHIMNEY,,"Presenting Vetra Premium Kitchen Chimney to keep your kitchen air light and clean. This 71 cm long chimney is perfect for compact kitchen spaces in apartments. The flat body design makes it easier to clean surfaces. Since the body is flat, it can be installed with ease. Cleaning is also made easier. Vetra Premium is similar to Leo Premium, but with enhanced features such as better autoclean power. This is a suitable choice for kitchens where food is cooked frequently! The chimney operates with push button for switch control, in two different speeds. This is the best flat shaped chimney in the starting price range. Leo Premium comes with life-time warranty for its motor.",,"3rd Gen Kitchen Chimney, AUTOCLEAN KITCHEN CHIMNEY, FLAT KITCHEN CHIMNEY, Kitchen Chimney","['LAYOUT :  FLAT', 'BODY :  MS', 'SIZE :  71 Cm', 'Voltage (V) :  AC220-240V', 'Frequency (Hz) :  50Hz', 'Rated Motor Power (W) :  2 X 80W', 'Illumination type :  Incandescent Lamp', 'Illumination Power :  2 X max 25W', 'Auto Clean type :  DRY, 3rd Generation', 'Autoclean Power(W) :  160 W', 'Total Power ( W ) :  370 W', 'SUCTION ( m3/h ) :  900±50m³/Hr', 'Noise Level ( dBA) :  56 dB', 'Speeds :  2', 'Switch Control :  Push Button', 'Recycling :  NO', 'Outlet Diameter (mm) :  150mm', 'Unit Dimension(mm) :  L710 X W500 X H100mm', 'N.W. :  9.5 Kg', 'G.W. :  11.5 Kg', '\xa0']","['Suction Capacity : 900', 'Size : 71 cm']",[],"['LAYOUT :  FLAT', 'BODY :  MS', 'SIZE :  71 Cm', 'Voltage (V) :  AC220-240V', 'Frequency (Hz) :  50Hz', 'Rated Motor Power (W) :  2 X 80W', 'Illumination type :  Incandescent Lamp', 'Illumination Power :  2 X max 25W', 'Auto Clean type :  DRY, 3rd Generation', 'Autoclean Power(W) :  160 W', 'Total Power ( W ) :  370 W', 'SUCTION ( m3/h ) :  900±50m³/Hr', 'Noise Level ( dBA) :  56 dB', 'Speeds :  2', 'Switch Control :  Push Button', 'Recycling :  NO', 'Outlet Diameter (mm) :  150mm', 'Unit Dimension(mm) :  L710 X W500 X H100mm', 'N.W. :  9.5 Kg', 'G.W. :  11.5 Kg']",[],[],['https://www.kutchina.com/wp-content/uploads/2021/10/Vetra-Premium.jpg']
