Url,Name,Price,Short description,Code,Category,Description,Additional Information ,Size,Technical specification,USP,Power,Image links
https://www.kutchina.com/product/brio-75-premium/,Brio 75 Premium Kitchen Chimney,,"Presenting the brilliant kitchen chimney for Indian homes – Brio 75 Premium by Kutchina. Brio 75 premium comes with a body size of 75 cm, which is larger than most of the small size chimneys in the market. Brio 75 Premium is a hood-type chimney and is powered with 3rd generation auto clean technology. Smoke and odour from kitchen can be sucked out in 3 different speeds. Chimney is easy to operate with push button for switch control, making it comfortable for people of all generations.",,"3rd Gen Kitchen Chimney, AUTOCLEAN KITCHEN CHIMNEY, Kitchen Chimney, KITCHEN HOOD & CHIMNEY, Push Button","['CATAGORY :  Direct', 'LAYOUT :  HOOD', 'BODY :  MS', 'SIZE :  75 Cm', 'Voltage (V) :  AC220-240V', 'Frequency (Hz) :  50Hz', 'Rated Motor Power (W) :  2 X 180W', 'Illumination type :  LED', 'Illumination Power :  2 X Max 1.5W', 'Auto Clean type :  DRY, 3rd Generation', 'Autoclean Power(W) :  50 W', 'Total Power ( W ) :  233 W', 'SUCTION ( m3/h ) :  1100±50 M³/hr', 'Noise Level ( dBA) :  59 Db', 'Speeds :  3', 'Switch Control :  Push Button', 'Recycling :  NO', 'Outlet Diameter (mm) :  150mm', 'Unit Dimension(mm) :  L 750 x W 445 x H 542']","['Suction Capacity : 1100', 'Size : 75 cm']",[],[],[],[],['https://www.kutchina.com/wp-content/uploads/2021/11/BRIO-75-PREMIUM.jpg']
https://www.kutchina.com/product/ceella-excel/,Cella Excel Kitchen Chimney,,"Bring harmony to your kitchen with Cella Excel kitchen chimney by Kutchina. Perfected for the fast-paced metropolitan lifestyles, Cella Excel is the best choice for the Indian family. 60 cm body size makes it compatible with apartment kitchens. Push button for switch control makes the execution simple for everyone. 3rd generation dry-type auto clean technology, operating in two speeds make Cella Excel an excellent choice for Indian cooking. Smoke is eliminated in no time, with optimum levels of noise.",,"3rd Gen Kitchen Chimney, AUTOCLEAN KITCHEN CHIMNEY, Kitchen Chimney, KITCHEN HOOD & CHIMNEY, Push Button","['LAYOUT :  HOOD', 'BODY :  MS', 'SIZE :  60 Cm', 'Voltage (V) :  AC220-240V', 'Frequency (Hz) :  50Hz', 'Rated Motor Power (W) :  1 X 140W full sealed, aluminum wire', 'Illumination type :  LED Lamp', 'Illumination Power :  2x Max. 1.5W', 'Auto Clean type :  DRY, 3rd Generation', 'Total Power ( W ) :  193W', 'SUCTION ( m3/h ) :  1100±50m³/Hr', 'Noise Level ( dBA) :  58 dB', 'Speeds :  2', 'Switch Control :  push button', 'Filter Type :  Filter Less', 'Outlet Diameter (mm) :  150mm', 'Unit Dimension(mm) :  L595 x W403 x H483mm']","['Suction Capacity : 1100', 'Size : 60 cm']",[],[],[],[],['https://www.kutchina.com/wp-content/uploads/2015/10/CEELLA-EXCEL.jpg']
https://www.kutchina.com/product/stanza-dlx/,Stanza DLX Kitchen Chimney,,"Upgrade the standards of your modular kitchen with Stanza DLX flat kitchen chimney by Kutchina. With 76 cm body size illuminated with incandescent lamp, this 3rd generation dry chimney powered by auto clean technology operates in three speeds. The push buttons for switch controls make Stanza DLX suitable for use by all generations. The chimney comes with two motors operating under 70 W each with maximum noise level of 56 dB. The elegant body weighing 16 kg adds aesthetic value to every kitchen.",,"3rd Gen Kitchen Chimney, AUTOCLEAN KITCHEN CHIMNEY, FLAT KITCHEN CHIMNEY, Kitchen Chimney, Push Button","['CATAGORY :  RETAIL', 'LAYOUT :  FLAT', 'BODY :  MS', 'SIZE :  76 Cm', 'Voltage (V) :  AC220-240V', 'Frequency (Hz) :  50Hz', 'Rated Motor Power (W) :  2 X 70W', 'Illumination type :  Incandescent Lamp', 'Illumination Power :  2 X max 20W', 'Auto Clean type :  DRY, 3rd Generation', 'Autoclean Power(W) :  160 W', 'Total Power ( W ) :  340 W', 'SUCTION ( m3/h ) :  1200±50m³/Hr', 'Noise Level ( dBA) :  56 dB', 'Speeds :  3', 'Switch Control :  Push Button', 'Recycling :  NO', 'Outlet Diameter (mm) :  150 mm', 'Unit Dimension(mm) :  L760 X W530 X H145mm', 'N.W. :  13.5 Kg', 'G.W. :  16 Kg']","['Suction Capacity : 1200', 'Size : 76 cm']",[],[],[],[],['https://www.kutchina.com/wp-content/uploads/2015/10/STANZA-DLX.jpg']
https://www.kutchina.com/product/vista-60/,VISTA 60 KITCHEN CHIMNEY,,"Presenting the light-weight hood kitchen chimney, Vista 60 by Kutchina. Suitable for metropolitan modern living, Vista 60 comes with compact 60 cm long body. Powered by 3rd generation auto clean technology, Vista 60 operates in three speeds, based on your cooking requirements. 180 W motor comes with long lasting warranty, ensuring your satisfaction and expectations are met. The mild steel body and 1000±50 M³/hr suction range yields a maximum noise of 58 dB, which is feasible. Vista 60 operates with push buttons for control and has gross weight of 13.5 kg, making its maintenance easier.",,"3rd Gen Kitchen Chimney, AUTOCLEAN KITCHEN CHIMNEY, Kitchen Chimney, KITCHEN HOOD & CHIMNEY, Push Button","['CATAGORY :  Retail', 'LAYOUT :  HOOD', 'BODY :  MS', 'SIZE :  60 Cm', 'Voltage (V) :  AC220-240V', 'Frequency (Hz) :  50Hz', 'Rated Motor Power (W) :  1 X 180W', 'Illumination type :  LED', 'Illumination Power :  2 X Max 1.5W', 'Auto Clean type :  DRY, 3rd Generation', 'Autoclean Power(W) :  50W', 'Total Power ( W ) :  233W', 'SUCTION ( m3/h ) :  1000±50 M³/hr', 'Noise Level ( dBA) :  58 Db', 'Speeds :  3', 'Switch Control :  Push Button', 'Recycling :  NO', 'Outlet Diameter (mm) :  150mm', 'Unit Dimension(mm) :  L 593 x W 445 x H 485', 'N.W. :  12.5 kKg', 'G.W. :  13.5 Kg']","['Suction Capacity : 1000', 'Size : 60 cm']",[],[],[],[],['https://www.kutchina.com/wp-content/uploads/2015/10/VISTA-60.jpg']
