Url,Name,Price,Short description,Code,Category,Description,Additional Information ,Size,Technical specification,USP,Power,Image links
https://www.kutchina.com/product/bronzy/,KUTCHINA Bronzy Induction Cooker,"₹3,799.00",,,"Induction Cooker, Small Appliances",[],"['Wattage : 2000 watt', 'Control : Touch Control', 'Product Category : Induction Cooker']",[],"['Voltage (V) : AC220-240V', 'Frequency (Hz) : 50Hz', 'Coil Type : Alloy/Hybrid Coil', 'Rated Power (W) : 2000 W']",[],[],['https://www.kutchina.com/wp-content/uploads/2020/06/INDUCTION-COOKER_1800x1800_BRONZY.jpg']
https://www.kutchina.com/product/cosmic/,KUTCHINA Cosmic Induction Cooker,,"Material: Copper Coil  Net Weight: 1.8 Kg, Gross Weight: 2.25 Kg  Color: Black  Product Dimension: 302 X 368 X 70 (L x B x H) Cm",,"Induction Cooker, Small Appliances",[],"['Wattage : 2000 watt', 'Control : Push Button']",[],"['Voltage (V) : AC220-240V', 'Frequency (Hz) : 50Hz', 'Coil Type : Copper Coil', 'Rated Power (W) : 2000 W']",[],[],['https://www.kutchina.com/wp-content/uploads/2020/06/INDUCTION-COOKER_1800x1800_COSMIC.jpg']
https://www.kutchina.com/product/ember/,KUTCHINA Ember Induction Cooker,,,,"Induction Cooker, Small Appliances",[],"['Wattage : 2000 watt', 'Control : Push Button', 'Product Category : Induction Cooker']",[],"['Voltage (V) : AC220-240V', 'Frequency (Hz) : 50Hz', 'Coil Type : Alloy/Hybrid Coil', 'Rated Power (W) : 2000 W']",[],[],['https://www.kutchina.com/wp-content/uploads/2020/06/INDUCTION-COOKER_1800x1800_EMBER.jpg']
https://www.kutchina.com/product/venus/,KUTCHINA VENUS Induction Cooker,,,,"Induction Cooker, Small Appliances",[],"['Wattage : 1400 watt', 'Control : Push Button', 'Product Category : Induction Cooker']",[],"['Voltage (V) : AC220-240V', 'Frequency (Hz) : 50Hz', 'Coil Type : Alloy/Hybrid Coil', 'Rated Power (W) : 1400 W']",[],[],['https://www.kutchina.com/wp-content/uploads/2020/06/INDUCTION-COOKER_1800x1800_VENUS.jpg']
